epoch,elapsed,loss,acc,val_loss,val_acc
0,76.887615442276,0.340978015804,0.897366666698,0.0768931248292,0.9766
1,9.993681907653809,0.114622934239,0.966766666667,0.0543778832156,0.9821
2,9.954249620437622,0.0873237820307,0.974233333397,0.0442985399639,0.9847
3,10.013272523880005,0.0741705978394,0.977383333365,0.0420837086922,0.9849
4,9.976521968841553,0.0621442454308,0.981366666667,0.0383871112545,0.9873
5,9.9144926071167,0.0592241504073,0.982650000064,0.0321131165594,0.9896
6,9.961940288543701,0.051689394259,0.984933333397,0.0308126633035,0.9894
7,9.931740522384644,0.0487233980974,0.985250000064,0.0310916911592,0.9889
8,9.95273470878601,0.0457381925379,0.986533333333,0.0299315270568,0.9904
9,9.869964838027954,0.041287460493,0.987416666698,0.0277935426697,0.9902
10,10.036830425262451,0.039312445945,0.988183333333,0.0290103228434,0.9901
11,9.991302967071533,0.0369668886572,0.988833333397,0.0281296353958,0.9898
