epoch,elapsed,loss,acc,val_loss,val_acc
0,310.1044137477875,1.85455399973,0.318201824584,1.54050026855,0.4418
1,306.6478056907654,1.56947918534,0.426573006724,1.36949473648,0.5029
2,306.1240231990814,1.44193855353,0.476845180916,1.44539900875,0.4718
3,305.3999581336975,1.36355627988,0.509145853346,1.18201432781,0.5846
4,303.867821931839,1.28595984501,0.541226384886,1.10804088154,0.6127
5,312.1095378398895,1.22460962247,0.563900896574,1.04411653137,0.6311
6,313.9964408874512,1.17693324288,0.583873679155,1.00749743538,0.6525
7,314.2700729370117,1.13159939237,0.599163464617,0.968882022858,0.6599
8,314.43418765068054,1.09907771751,0.612211815562,0.942406290913,0.6652
9,312.9806010723114,1.06265663904,0.62333893692,0.924639077568,0.6757
10,313.28694677352905,1.03512993158,0.636127121358,0.874748846436,0.6938
11,313.52187514305115,1.01276317223,0.642551232789,0.862767141247,0.6964
12,314.38555455207825,0.983336455559,0.655399455652,0.85801334753,0.7027
13,313.92810225486755,0.969899234236,0.661383285303,0.829985216618,0.7125
14,314.1700596809387,0.953712832,0.666606628242,0.815623869228,0.7147
15,314.3358488082886,0.938796175049,0.673130803714,0.868693422604,0.7067
16,314.4507164955139,0.927420285586,0.676052673711,0.832917984867,0.7083
17,314.9624402523041,0.91306948761,0.681776336856,0.799987334538,0.7241
18,314.8811914920807,0.902474383895,0.688640730067,0.793328501892,0.7331
19,315.97914028167725,0.894866978076,0.689421229587,0.76476639967,0.7318
