epoch,elapsed,loss,acc,val_loss,val_acc
0,13.044740438461304,0.243943740296,0.924683333365,0.13848588471,0.956
1,8.980539798736572,0.101335649333,0.969666666698,0.100504212278,0.9686
2,8.910232543945312,0.0761893766711,0.976933333365,0.0853996058583,0.9744
3,9.021454334259033,0.0592237271945,0.981349999968,0.0747103532632,0.9803
4,9.045691013336182,0.0512479062896,0.984333333365,0.0652712599603,0.983
5,9.053302764892578,0.0454262891541,0.986600000032,0.0812130678025,0.9803
6,9.041664600372314,0.0382592634333,0.98905,0.0815392271239,0.9821
7,8.902346849441528,0.0355280283247,0.989283333333,0.0824336351053,0.9819
8,9.068317413330078,0.0296929180384,0.991,0.0871290887744,0.9814
9,9.02983808517456,0.0294888242029,0.991983333333,0.0873055955289,0.9826
10,9.115594387054443,0.028476151543,0.991733333365,0.087846037125,0.9831
11,9.15729570388794,0.0269824771515,0.992249999968,0.0985411269924,0.9791
12,9.05765700340271,0.0249844056566,0.993300000032,0.089223327077,0.9836
13,8.939515590667725,0.0238951261065,0.993266666667,0.102727684556,0.9829
14,8.91840410232544,0.0215011016153,0.993933333365,0.0894768422098,0.983
15,8.849310636520386,0.0194117837805,0.99465,0.101498267863,0.9832
16,8.95041036605835,0.0215651305417,0.99445,0.10765912236,0.9827
17,8.792967557907104,0.018508827529,0.994916666698,0.126613245901,0.9809
18,8.966933012008667,0.0179007169683,0.99525,0.117692223819,0.9815
19,9.001430034637451,0.0180004243825,0.995266666667,0.100094212885,0.9841
