epoch,elapsed,loss,acc,val_loss,val_acc
0,289.7695908546448,3.2208807684,,,
1,289.27314734458923,3.21968554721,,,
2,289.7429974079132,3.22153033046,,,
3,290.3550341129303,3.22041319578,,,
4,291.38343381881714,3.22070938378,,,
5,291.94453477859497,3.22177753807,,,
6,286.57174038887024,3.22114026785,,,
7,280.5669753551483,3.22284692417,,,
8,280.71476650238037,3.22237080841,,,
9,280.859436750412,3.22241036742,,,
