epoch,elapsed,loss,acc,val_loss,val_acc
0,5.826099872589111,0.244062729935,0.925233333333,0.105405517035,0.9679
1,2.467984676361084,0.102972820385,0.968466666635,0.0857498675177,0.9743
2,2.4462552070617676,0.0752646673212,0.977116666667,0.0825723484112,0.9765
3,2.446367025375366,0.0592134687975,0.981916666635,0.080659699786,0.9794
4,2.428682565689087,0.0501994171475,0.985083333365,0.100186386589,0.9743
5,2.4544951915740967,0.0437476738036,0.986866666635,0.0817712087067,0.9817
6,2.4519922733306885,0.0363755562217,0.989383333365,0.0800314625554,0.9803
7,2.454899549484253,0.0344571284102,0.989966666698,0.0960183367026,0.9803
8,2.4605233669281006,0.0315958292959,0.990783333302,0.0850102207902,0.9816
9,2.4559736251831055,0.0305506392093,0.991166666635,0.0866543713898,0.9815
10,2.4637796878814697,0.0279573509943,0.992149999968,0.0806656319958,0.9842
11,2.4628853797912598,0.0256987043159,0.99275,0.102658640108,0.9815
12,2.4524927139282227,0.0233269397946,0.993599999968,0.107873353046,0.981
13,2.448925495147705,0.0248175059128,0.993399999968,0.0939852135046,0.9843
14,2.449739933013916,0.0227899593736,0.994016666635,0.103718767724,0.9835
15,2.453372001647949,0.0199423989951,0.994383333333,0.0969912970311,0.9843
16,2.4537570476531982,0.019251899232,0.9952,0.114447397493,0.9826
17,2.463188886642456,0.0224384531769,0.994266666635,0.108606451064,0.983
18,2.4580399990081787,0.0189355959358,0.99515,0.103877687544,0.9844
19,2.473174810409546,0.0182536113861,0.9954,0.103907737553,0.9843
