epoch,elapsed,loss,acc,val_loss,val_acc
0,27.052749395370483,1.86649443291,0.312520006402,1.5880313612,0.4324
1,23.060851573944092,1.56266726548,0.428033941723,1.402386726,0.4981
2,23.024106979370117,1.44115637664,0.476925232149,1.2971256712,0.5391
3,22.981922388076782,1.35194269499,0.514129042587,1.18209082298,0.5793
4,22.99998641014099,1.2738021669,0.545769292347,1.14798636456,0.5978
5,22.938812494277954,1.21222464328,0.568924111431,1.03773889942,0.6336
6,22.943968772888184,1.15819957464,0.587736151137,1.01411898546,0.6449
7,22.942341327667236,1.11837970138,0.604626961255,0.979578785324,0.6607
8,22.947667121887207,1.08481255633,0.618435798911,0.953375022888,0.6704
9,22.924931049346924,1.05045609615,0.629983189241,0.913057562447,0.6783
10,22.898691654205322,1.02071660307,0.6408701569,0.888685512161,0.6909
11,22.930033445358276,1.00006716499,0.649015369837,0.91450820303,0.6716
12,22.905192136764526,0.98334523357,0.655299391611,0.826691369247,0.7129
13,22.94209599494934,0.965529675309,0.66130323407,0.874044040298,0.6937
14,22.916144609451294,0.946139956586,0.667887447967,0.812046637344,0.7199
15,22.88092875480652,0.930279681345,0.676012648095,0.80409334507,0.7223
16,22.90408682823181,0.919594997211,0.680015209734,0.804511864567,0.7239
17,22.902953386306763,0.910655069496,0.685098463016,0.795706039619,0.7204
18,22.925065517425537,0.902535577787,0.688400576369,0.837507029438,0.7193
19,22.88636350631714,0.885215889442,0.691802753762,0.770856945038,0.7291
