epoch,elapsed,loss,acc,val_loss,val_acc
0,5.1541290283203125,0.248574505266,0.923333333302,0.130760626946,0.958
1,2.250751495361328,0.103561928799,0.968133333333,0.0800685160261,0.9754
2,2.343273401260376,0.0755258711745,0.977049999968,0.0767334381058,0.9779
3,2.4247982501983643,0.0613660323471,0.981699999968,0.069016470866,0.9798
4,2.4468908309936523,0.0500013829694,0.985099999968,0.0686483034369,0.981
5,2.4393231868743896,0.0430225936698,0.987333333302,0.0824893860333,0.9789
6,2.436884880065918,0.0377693436027,0.989216666635,0.0687906076223,0.9828
7,2.4406349658966064,0.0333105812554,0.98985,0.0762949312807,0.9831
8,2.44425106048584,0.0312651160656,0.990716666667,0.0793339754619,0.9833
9,2.4454002380371094,0.0292445307227,0.991433333333,0.0912131992774,0.982
10,2.4435083866119385,0.0269877911498,0.992066666667,0.0840148459806,0.984
11,2.4322996139526367,0.0254569852754,0.9931,0.101133971051,0.9816
12,2.451103448867798,0.0226250850588,0.993366666635,0.0984875432296,0.9834
13,2.453519582748413,0.0231399256211,0.993783333302,0.0866845135051,0.9848
14,2.4494831562042236,0.021537708913,0.994033333302,0.101699494225,0.9805
15,2.462027072906494,0.0197572602854,0.994616666635,0.102799914206,0.9842
16,2.427412748336792,0.0215003514398,0.9943,0.0920986907661,0.9858
17,2.4314112663269043,0.0204168796209,0.994933333365,0.0965388949272,0.9834
18,2.4454126358032227,0.0176936383627,0.995216666698,0.110282095148,0.9829
19,2.439396619796753,0.0164842760738,0.995483333333,0.107879780145,0.9842
