epoch,elapsed,loss,acc,val_loss,val_acc
0,14.338353157043457,0.321312606422,0.902866666667,0.0800306194477,0.9759
1,10.243465662002563,0.110754576864,0.966866666698,0.0513413530692,0.9829
2,10.215638399124146,0.0845419956446,0.974999999968,0.0455131299924,0.9848
3,10.222741603851318,0.0723578863283,0.978783333302,0.0380489560576,0.9879
4,10.221436500549316,0.0601594587644,0.981966666667,0.0341943526705,0.9886
5,10.224883079528809,0.0560122300218,0.98355,0.0335801401027,0.9886
6,10.224998950958252,0.0501454904964,0.985816666698,0.0324483097775,0.9886
7,10.198641061782837,0.0461240625133,0.986283333333,0.0310064607228,0.9894
8,10.251660108566284,0.0425294225762,0.986749999968,0.0315849691448,0.9891
9,10.251956939697266,0.0401648117741,0.987866666667,0.029604658751,0.9901
10,10.24872612953186,0.037110766609,0.988516666667,0.0274143608225,0.9912
11,10.243469953536987,0.0359166906854,0.988933333333,0.027837947055,0.9906
