epoch,elapsed,loss,acc,val_loss,val_acc
0,57.49982929229736,0.580170405626,0.78856,0.431070499325,0.86008
1,54.075432777404785,0.276445168476,0.93104,0.298815625668,0.89396
2,53.969902992248535,0.13611757597,0.97192,0.260069669199,0.9014
3,53.9602689743042,0.073192377522,0.98868,0.242649999056,0.90396
4,53.97606825828552,0.041051586349,0.9952,0.23496738296,0.90664
