epoch,elapsed,loss,acc,val_loss,val_acc
0,26.40417194366455,1.84085849733,0.319182138284,1.53563677788,0.4468
1,22.601529598236084,1.55589261171,0.430475504323,1.33906837597,0.5228
2,22.512874841690063,1.42003347696,0.487051713096,1.24400981808,0.5591
3,22.53880000114441,1.33251488518,0.523294908742,1.13641554489,0.6046
4,22.569729566574097,1.25645919782,0.552753762408,1.08196548595,0.6188
5,22.643791437149048,1.19779470625,0.573847262248,1.04956120815,0.6286
6,22.678911924362183,1.15148294609,0.589117034902,1.02319893818,0.6391
7,22.644756317138672,1.10532743787,0.609249919949,0.95093955574,0.6648
8,22.58926224708557,1.06619450892,0.623058757605,0.965332567978,0.6642
9,22.53733468055725,1.03782109372,0.635646813961,0.89872584095,0.6842
10,22.50545597076416,1.01260566097,0.641530579571,0.882865911388,0.6937
11,22.510209321975708,0.984721577992,0.654118635927,0.857573396206,0.6977
12,22.508711338043213,0.964675423029,0.660762888248,0.816255158615,0.7143
13,22.48159122467041,0.945331358925,0.668687960295,0.8248872509,0.7143
14,22.481738805770874,0.928866493981,0.67473182837,0.821326807976,0.7143
15,22.453123807907104,0.914711081615,0.6789545309,0.781571982765,0.7289
16,22.540367126464844,0.899658310177,0.684978386167,0.753957160282,0.7396
17,22.5129075050354,0.884878362939,0.691662664105,0.741989748478,0.7414
18,22.50588059425354,0.879539424301,0.694804674992,0.752754375458,0.743
19,22.51457142829895,0.866295390831,0.69870717259,0.785479991722,0.7248
