epoch,elapsed,loss,acc,val_loss,val_acc
0,5.818018674850464,0.246206659623,0.92415,0.138675462353,0.9555
1,2.437840700149536,0.103924861956,0.969166666698,0.0834358496293,0.9751
2,2.4474196434020996,0.0765393089016,0.976933333365,0.0823196684331,0.9764
3,2.449354410171509,0.0610567429145,0.982016666635,0.0949026633723,0.9748
4,2.453880548477173,0.0516509085493,0.984983333302,0.0729134992346,0.9797
5,2.4577770233154297,0.0451799717333,0.9867,0.0730261170872,0.9824
6,2.4422664642333984,0.0385578007326,0.988466666698,0.0835980496268,0.9815
7,2.4782440662384033,0.0328750191147,0.990399999968,0.0878975274202,0.9812
8,2.44867205619812,0.0317804885039,0.991233333302,0.087801761118,0.9829
9,2.467054605484009,0.0288124116264,0.9916,0.100487228065,0.9794
10,2.4477877616882324,0.02671985086,0.992366666635,0.0910454222717,0.9835
11,2.45294189453125,0.0249087240319,0.992800000032,0.0932506378492,0.9832
12,2.456273317337036,0.0239918812317,0.993016666667,0.10983866107,0.9818
13,2.4645941257476807,0.0224171914976,0.993883333333,0.101452767841,0.9845
14,2.4425907135009766,0.0237350928512,0.993499999968,0.101999682741,0.9838
15,2.45096492767334,0.0196525574891,0.994666666635,0.117649524034,0.9814
16,2.462857961654663,0.0197465333972,0.994566666698,0.118095987143,0.9823
17,2.4673030376434326,0.0213929548651,0.994616666635,0.109202534426,0.9827
18,2.4610068798065186,0.0179064675295,0.9954,0.117245397805,0.9837
19,2.4488298892974854,0.0183442450077,0.995166666635,0.115403447443,0.9842
