epoch,elapsed,loss,acc,val_loss,val_acc
0,43.42577505111694,0.248006325515,0.922533333365,0.122474235839,0.9635
1,2.381430149078369,0.103053488693,0.968550000032,0.10618084209,0.9679
2,2.388108253479004,0.0771100226546,0.977850000032,0.0848757722125,0.9759
3,2.38629150390625,0.0607884846007,0.981583333333,0.076558011765,0.98
4,2.393474817276001,0.0505011064122,0.985300000032,0.0759837977711,0.9799
5,2.393928289413452,0.0430049057219,0.98715,0.0837248112973,0.9795
6,2.3868813514709473,0.0379094429515,0.988766666635,0.0981547001896,0.9784
7,2.3833115100860596,0.0359552792997,0.988983333302,0.0816829521315,0.9817
8,2.3884739875793457,0.0307884525662,0.990916666635,0.0939760140032,0.9798
9,2.4013543128967285,0.0317157028462,0.991033333333,0.0952564312702,0.9817
10,2.402825117111206,0.0280550974835,0.992349999968,0.0948517329125,0.982
11,2.3980910778045654,0.0253312543068,0.992383333333,0.105730785476,0.9809
12,2.40997052192688,0.0267273472479,0.992683333333,0.0983869680419,0.9831
13,2.394918918609619,0.0222906000117,0.993499999968,0.0920434586917,0.9843
14,2.3944718837738037,0.022561023705,0.994183333302,0.108102187514,0.9826
15,2.3970589637756348,0.0226230889899,0.993983333333,0.112655395479,0.9831
16,2.396331548690796,0.0202021336091,0.99465,0.11037782462,0.9832
17,2.395622491836548,0.0190678083496,0.995066666667,0.116784898944,0.984
18,2.4071311950683594,0.0192387846806,0.994966666667,0.111826938598,0.9844
19,2.392235279083252,0.0193485392548,0.995166666667,0.115886433159,0.9824
