epoch,elapsed,loss,acc,val_loss,val_acc
0,14.326764345169067,0.327331902313,0.900383333365,0.0807764725953,0.9763
1,10.257892608642578,0.111436722245,0.967516666667,0.0492838488249,0.9839
2,10.251214742660522,0.0839684540153,0.974866666635,0.0420072944,0.9859
3,10.259369373321533,0.0704881028036,0.978216666635,0.0364482911161,0.9875
4,10.24663496017456,0.0614283272564,0.981116666698,0.0369490072508,0.9872
5,10.275412559509277,0.0556515365491,0.9833,0.0329429152356,0.9888
6,10.24476146697998,0.0496431018651,0.984983333302,0.029757817052,0.9885
7,10.231051683425903,0.0453030524979,0.986499999968,0.0325154422877,0.9887
8,10.212929725646973,0.0421309212397,0.987466666667,0.0281005146713,0.9904
9,10.240145921707153,0.0394126143623,0.988133333333,0.0297579882818,0.9898
10,10.23914098739624,0.037780479761,0.988733333302,0.0288008411391,0.9894
11,10.22180461883545,0.0360309060812,0.989116666635,0.0302916122103,0.9901
