epoch,elapsed,loss,acc,val_loss,val_acc
0,23.618515491485596,0.330682406712,0.898366666667,0.0789611548699,0.9755
1,10.154382705688477,0.1151103776,0.966666666698,0.0555090054942,0.9818
2,10.125802755355835,0.0843360545278,0.975433333302,0.0428588224644,0.9856
3,10.138685464859009,0.0707859607597,0.97925,0.037492688536,0.9872
4,10.124451637268066,0.0620185685019,0.981333333333,0.0349101807449,0.9881
5,10.163398742675781,0.0549985649824,0.984100000032,0.0343032103276,0.9881
6,10.144358158111572,0.051215246439,0.984983333302,0.0306487152424,0.9898
7,10.114551305770874,0.0473917818924,0.985733333302,0.0291163436137,0.9894
8,10.144325494766235,0.042887231036,0.987383333302,0.0294264674755,0.991
9,10.12819528579712,0.0408839054932,0.98785,0.0278946888602,0.9911
10,10.141049861907959,0.0397756070167,0.988333333333,0.0285101225591,0.9906
11,10.132784605026245,0.0364511890789,0.989066666698,0.0283398853983,0.9911
