epoch,elapsed,loss,acc,val_loss,val_acc
0,13.743090629577637,0.325522183081,0.900649999968,0.0801195729613,0.9745
1,9.981045961380005,0.110736164681,0.96735,0.0529293739263,0.9828
2,9.972758531570435,0.0830804691692,0.97565,0.0439201314714,0.9845
3,10.000208139419556,0.0685975958238,0.979133333333,0.0368511706352,0.9878
4,9.960439682006836,0.0617088799953,0.982233333302,0.0371512487709,0.9873
5,9.93433928489685,0.0561156078358,0.983816666667,0.0358047142544,0.9877
6,9.927618026733398,0.0508902255903,0.984466666698,0.0326591244445,0.9884
7,9.934832096099854,0.0461298630406,0.986350000032,0.0286944456604,0.9895
8,9.959013223648071,0.0423425801987,0.986983333333,0.0323147850244,0.9889
9,9.96056056022644,0.0423412035535,0.987833333365,0.0303768676328,0.9889
10,9.944830417633057,0.0394042200128,0.987983333365,0.0282742702135,0.9906
11,9.950737476348877,0.0373322978094,0.988799999968,0.0269558949593,0.9914
