epoch,elapsed,loss,acc,val_loss,val_acc
0,14.306623697280884,0.328510145597,0.900316666667,0.0786850380033,0.9763
1,10.241361856460571,0.115211518196,0.966333333365,0.0534507993683,0.9823
2,10.215928792953491,0.085442326649,0.974666666667,0.047572666632,0.9842
3,10.204717636108398,0.0721477064113,0.978666666698,0.038691528819,0.9868
4,10.221731185913086,0.0623417544514,0.981683333302,0.0380104346521,0.9877
5,10.2038893699646,0.0572343398084,0.983316666635,0.0350212376611,0.9885
6,10.197435140609741,0.0512068709393,0.984449999968,0.0337725698278,0.9884
7,10.19837999343872,0.0473577084045,0.985983333365,0.0310092638404,0.9892
8,10.211831331253052,0.0438556648826,0.986216666667,0.0301920333692,0.9898
9,10.191086053848267,0.0409103404055,0.987783333302,0.0292421170708,0.99
10,10.203242778778076,0.0394569230964,0.98835,0.0299385995692,0.9904
11,10.17951250076294,0.0368027456644,0.989,0.0280241613732,0.9913
