epoch,elapsed,loss,acc,val_loss,val_acc
0,30.31726598739624,1.87988012411,0.310039212548,1.58345649147,0.4278
1,25.583383798599243,1.59456092312,0.418027537624,1.41440167542,0.4858
2,25.592423677444458,1.46225637184,0.469820685239,1.28075859127,0.5511
3,25.55268383026123,1.37433594803,0.505263368556,1.22781113815,0.5653
4,25.567423105239868,1.29680193265,0.536703490234,1.14560485687,0.5905
5,25.545037031173706,1.238551467,0.55617595261,1.08653425827,0.6141
6,25.54548978805542,1.18446580508,0.579691002241,1.00432493429,0.6476
7,25.584408044815063,1.13924636506,0.597002081332,0.978408588028,0.6554
8,25.59946370124817,1.09558219716,0.612331892411,0.998991069603,0.6473
9,25.6481032371521,1.06145540163,0.624659782261,1.00031552601,0.6432
10,25.643593311309814,1.03524564174,0.635046429715,0.889354365444,0.695
11,25.609041452407837,1.00722299781,0.643151617035,0.873831965923,0.6944
12,25.60381269454956,0.9897299812,0.65219740634,0.849075686932,0.7042
13,25.699095010757446,0.962799630618,0.66230387448,0.833923288727,0.7139
14,25.69181752204895,0.945724892971,0.667667307077,0.835417417908,0.7099
15,25.70528221130371,0.93485549725,0.671829971182,0.779114678764,0.7262
16,25.665282726287842,0.912940932969,0.682376721102,0.81483753252,0.7242
17,25.64877700805664,0.903530883972,0.686099103426,0.760138196373,0.7374
18,25.68368697166443,0.892874366058,0.688040345821,0.748589418411,0.7404
19,25.665053367614746,0.878512342485,0.693343739994,0.750497456169,0.7406
